1年実習（電場）
15	19
190	30	3.42	0
190	40	3.49	0
190	50	3.53	0
190	60	3.57	0
190	70	3.62	0
190	80	3.63	0
190	90	3.56	0
190	100	3.47	0
190	110	3.41	0
190	120	3.37	0
190	130	3.34	0
190	140	3.36	0
190	150	3.28	0
