0	0	0.0
0	1	0.1
0	2	0.2
0	3	0.30000000000000004
0	4	0.4
0	5	0.5
0	6	0.6000000000000001
0	7	0.7000000000000001
0	8	0.8
0	9	0.9
0	10	1.0
1	0	0.0
1	1	0.025
1	2	0.05625
1	3	0.08906250000000002
1	4	0.12226562500000002
1	5	0.15556640625
1	6	0.1888916015625
1	7	0.22222290039062503
1	8	0.2555557250976563
1	9	0.5388889312744141
1	10	1.0
2	0	0.0
2	1	0.00625
2	2	0.015625
2	3	0.026171875000000004
2	4	0.03710937500000001
2	5	0.0481689453125
2	6	0.05926513671875
2	7	0.07037200927734376
2	8	0.08148193359375001
2	9	0.405092716217041
2	10	1.0
3	0	0.0
3	1	0.0015625
3	2	0.004296875
3	3	0.007617187500000001
3	4	0.011181640625000003
3	5	0.014837646484375001
3	6	0.01852569580078125
3	7	0.02222442626953125
3	8	0.025926589965820316
3	9	0.35775482654571533
3	10	1.0
4	0	0.0
4	1	3.90625E-4
4	2	0.0011718750000000002
4	3	0.002197265625
4	4	0.0033447265625000007
4	5	0.0045455932617187505
4	6	0.005767822265625
4	7	0.0069980621337890625
4	8	0.008231163024902344
4	9	0.3414964973926544
4	10	1.0
5	0	0.0
5	1	9.765625E-5
5	2	3.1738281250000007E-4
5	3	6.28662109375E-4
5	4	9.933471679687501E-4
5	5	0.0013847351074218752
5	6	0.0017881393432617188
5	7	0.0021965503692626953
5	8	0.0026069283485412598
5	9	0.3360258564352989
5	10	1.0
6	0	0.0
6	1	2.44140625E-5
6	2	8.544921875000002E-5
6	3	1.7852783203125002E-4
6	4	2.9296875000000004E-4
6	5	4.194259643554688E-4
6	6	5.518913269042969E-4
6	7	6.87110424041748E-4
6	8	8.23509693145752E-4
6	9	0.33421234153211116
6	10	1.0
7	0	0.0
7	1	6.103515625E-6
7	2	2.2888183593750007E-5
7	3	5.0354003906250004E-5
7	4	8.583068847656251E-5
7	5	1.2631416320800783E-4
7	6	1.695513725280762E-4
7	7	2.1416544914245605E-4
7	8	2.59418785572052E-4
7	9	0.3336179400794208
7	10	1.0
8	0	0.0
8	1	0.0
8	2	0.0
8	3	0.0
8	4	0.0
8	5	3.157854080200196E-5
8	6	5.028247833251954E-5
8	7	6.61119818687439E-5
8	8	8.138269186019897E-5
8	9	0.33342483069282025
8	10	1.0
9	4	0.0
9	5	7.89463520050049E-6
9	6	1.4544278383255008E-5
9	7	2.0164065062999725E-5
9	8	2.5386689230799675E-5
9	9	0.33336255434551276
9	10	1.0
10	4	0.0
10	5	1.9736588001251223E-6
10	6	4.129484295845033E-6
10	7	6.073387339711189E-6
10	8	7.865019142627716E-6
10	9	0.33334260484116385
10	10	1.0
11	4	0.0
11	5	4.934147000312806E-7
11	6	1.1557247489690783E-6
11	7	1.807278022170067E-6
11	8	2.4180742911994456E-6
11	9	0.3333362557288638
11	10	1.0
12	0	0.0
12	1	0.0
12	2	0.0
12	3	0.0
12	4	0.0
12	5	1.2335367500782015E-7
12	6	3.197696059942246E-7
12	7	5.317619070410729E-7
12	8	7.374590495601296E-7
12	9	0.33333424829697833
12	10	1.0
13	0	0.0
13	1	0.0
13	2	0.0
13	3	0.0
13	4	0.0
13	5	3.0838418751955036E-8
13	6	8.765200618654492E-8
13	7	1.5485347830690445E-7
13	8	2.2307813196675852E-7
13	9	0.3333336178437776
13	10	1.0
14	0	0.0
14	1	0.0
14	2	0.0
14	3	0.0
14	4	0.0
14	5	7.709604687988759E-9
14	6	2.384040271863342E-8
14	7	4.467347025638447E-8
14	8	6.693790055578575E-8
14	9	0.33333342119541953
14	10	1.0
15	0	0.0
15	1	0.0
15	2	0.0
15	3	0.0
15	4	0.0
15	5	1.9274011719971898E-9
15	6	6.441950972657652E-9
15	7	1.277885530726053E-8
15	8	1.992918896576157E-8
15	9	0.3333333602811521
15	10	1.0
16	0	0.0
16	1	0.0
16	2	0.0
16	3	0.0
16	4	0.0
16	5	4.818502929992974E-10
16	6	1.7309503164142375E-9
16	7	3.627451405918692E-9
16	8	5.889160092920065E-9
16	9	0.33333334154257804
16	10	1.0
17	0	0.0
17	1	0.0
17	2	0.0
17	3	0.0
17	4	0.0
17	5	1.2046257324982436E-10
17	6	4.6285322241601547E-10
17	7	1.0225761570836768E-9
17	8	1.7279340625009354E-9
17	9	0.33333333581762803
17	10	1.0
18	0	0.0
18	1	0.0
18	2	0.0
18	3	0.0
18	4	0.0
18	5	3.011564331245609E-11
18	6	1.2324221643211788E-10
18	7	2.864545933789487E-10
18	8	5.03597163969971E-10
18	9	0.3333333340803063
18	10	1.0
19	0	0.0
19	1	0.025
19	2	0.05625
19	3	0.08906250000000002
19	4	0.12226562500000002
19	5	0.15556640625752893
19	6	0.1888916015951928
19	7	0.22222290047041188
19	8	0.2555557252435023
19	9	0.6222222648309522
19	10	1.0
20	0	0.0
20	1	0.1
20	2	0.2
20	3	0.30000000000000004
20	4	0.4
20	5	0.5
20	6	0.6000000000000001
20	7	0.7000000000000001
20	8	0.8
20	9	0.9
20	10	1.0
