0.0	0.0	0.0
0.12	0.0	1.0
0.24	0.0	1.0
0.36	0.0	1.0
0.48	0.0	1.0
0.6	0.0	1.0
0.72	0.0	1.0
0.84	0.0	1.0
0.96	0.0	1.0
1.08	0.0	1.0
1.2	0.0	0.0
0.0	0.08	0.0
0.12	0.08	0.36465155088782386
0.24	0.08	0.5388816451461235
0.36	0.08	0.6251367214273539
0.48	0.08	0.6662933082438005
0.6	0.08	0.6796724200718918
0.72	0.08	0.6696351683438402
0.84	0.08	0.630846869350854
0.96	0.08	0.5451521187441792
1.08	0.08	0.3690974762884567
1.2	0.08	0.0
0.0	0.16	0.0
0.12	0.16	0.1670001951880664
0.24	0.16	0.2888159767540146
0.36	0.16	0.3669758765681286
0.48	0.16	0.4107121005555842
0.6	0.16	0.4264955738932528
0.72	0.16	0.41601187521211636
0.84	0.16	0.3760260442404382
0.96	0.16	0.2987436252545954
1.08	0.16	0.17402766122393615
1.2	0.16	0.0
0.0	0.24	0.0
0.12	0.24	0.08394047536717611
0.24	0.24	0.15496849525921996
0.36	0.24	0.20702860332467177
0.48	0.24	0.23924418256503674
0.6	0.24	0.25199929460317666
0.72	0.24	0.24501046462736753
0.84	0.24	0.21686796122158022
0.96	0.24	0.1657475251533789
1.08	0.24	0.09155537601842709
1.2	0.24	0.0
0.0	0.32	0.0
0.12	0.32	0.04288831911640796
0.24	0.32	0.08179483478333903
0.36	0.32	0.11255305753339233
0.48	0.32	0.13292842564712687
0.6	0.32	0.1417197753837833
0.72	0.32	0.1380751558569816
0.84	0.32	0.12132807839077614
0.96	0.32	0.09139421748029075
1.08	0.32	0.049655487807077806
1.2	0.32	0.0
0.0	0.4	0.0
0.12	0.4	0.021530146504916414
0.24	0.4	0.041933854990993114
0.36	0.4	0.058893099077995684
0.48	0.4	0.07072390628953765
0.6	0.4	0.07626358172624094
0.72	0.4	0.07472873482510187
0.84	0.4	0.06571581243574603
0.96	0.4	0.04938726525901383
1.08	0.4	0.026773785134783602
1.2	0.4	0.0
0.0	0.48	0.0
0.12	0.48	0.010472457935611086
0.24	0.48	0.020746930472839174
0.36	0.48	0.02962557517691815
0.48	0.48	0.03609649608862897
0.6	0.48	0.03937107496640514
0.72	0.48	0.038894548551897126
0.84	0.48	0.03438904217416947
0.96	0.48	0.025944377350455773
1.08	0.48	0.01412236581123445
1.2	0.48	0.0
0.0	0.56	0.0
0.12	0.56	0.004904846996994054
0.24	0.56	0.009869061832037253
0.36	0.56	0.014305499996506333
0.48	0.56	0.017668509443449228
0.6	0.56	0.0194969342565042
0.72	0.56	0.019447030856131073
0.84	0.56	0.017331534358061184
0.96	0.56	0.013167457548183544
1.08	0.56	0.007217697181736895
1.2	0.56	0.0
0.0	0.64	0.0
0.12	0.64	0.002184938051692542
0.24	0.64	0.004459094209433386
0.36	0.64	0.006551622890176633
0.48	0.64	0.008193050706283244
0.6	0.64	0.009141605372658226
0.72	0.64	0.009207171465800579
0.84	0.64	0.008276309287376542
0.96	0.64	0.006337559843656729
1.08	0.64	0.0035006307316392355
1.2	0.64	0.0
0.0	0.72	0.0
0.12	0.72	8.397292968665762E-4
0.24	0.72	0.0017311957261797318
0.36	0.72	0.002568025326765184
0.48	0.72	0.0032396864620886897
0.6	0.72	0.0036432611979645346
0.72	0.72	0.003695016521909184
0.84	0.72	0.003342156014156621
0.96	0.72	0.002573910762817345
1.08	0.72	0.0014295276843043479
1.2	0.72	0.0
0.0	0.8	0.0
0.12	0.8	0.0
0.24	0.8	0.0
0.36	0.8	0.0
0.48	0.8	0.0
0.6	0.8	0.0
0.72	0.8	0.0
0.84	0.8	0.0
0.96	0.8	0.0
1.08	0.8	0.0
1.2	0.8	0.0
